thread,student,slot,section,position,item,stimulus,score,true_theta,test_theta,test_se,section_theta,section_se,bayesian_mean,bayesian_sd,bayesian_draws
1,1,0,,,,,,1.5,0.0,0.0,0.0,0.0,,
1,1,1,A,1,I0506,S043,1,1.5,0.442308,0.909347,0.442308,0.909347,,
1,1,2,A,2,I0509,S043,1,1.5,0.730679,0.844755,0.730679,0.844755,,
1,1,3,A,3,I0511,S043,1,1.5,1.012366,0.794441,1.012366,0.794441,,
1,1,4,A,4,I0514,S043,1,1.5,1.282831,0.754668,1.282831,0.754668,,
1,1,5,A,5,I0516,S043,0,1.5,2.059029,1.140122,2.059029,1.140122,,
1,1,6,A,6,I0697,S059,0,1.5,1.427436,0.888272,1.427436,0.888272,,
1,1,7,A,7,I0698,S059,1,1.5,1.840328,0.865664,1.840328,0.865664,,
1,1,8,A,8,I0699,S059,0,1.5,1.497578,0.759308,1.497578,0.759308,,
1,1,9,A,9,I0704,S059,1,1.5,1.658787,0.731636,1.658787,0.731636,,
1,1,10,A,10,I0706,S059,0,1.5,1.355041,0.667297,1.355041,0.667297,,
1,1,11,A,11,I0707,S059,0,1.5,1.194002,0.628787,1.194002,0.628787,,
1,1,12,A,12,I0708,S059,1,1.5,1.344038,0.60577,1.344038,0.60577,,
1,1,13,B,1,I0349,S030,1,1.5,1.5237,0.588377,0.661967,0.916337,,
1,1,14,B,2,I0352,S030,1,1.5,1.652725,0.573683,1.084557,0.836983,,
1,1,15,B,3,I0353,S030,1,1.5,1.770969,0.561671,1.398399,0.777548,,
1,1,16,B,4,I0354,S030,0,1.5,1.64145,0.532486,2.552632,1.16863,,
1,1,17,B,5,I0355,S030,1,1.5,1.699932,0.523945,2.677125,1.140625,,
1,1,18,B,6,I0356,S030,1,1.5,1.77052,0.515455,2.821743,1.11622,,
1,1,19,B,7,I0357,S030,1,1.5,1.831568,0.508336,2.936616,1.099504,,
1,1,20,B,8,I0358,S030,1,1.5,1.871725,0.503241,3.005271,1.089704,,
1,1,21,B,9,I0359,S030,1,1.5,1.978332,0.497714,3.221319,1.077695,,
1,1,22,B,10,I0360,S030,0,1.5,1.802087,0.472094,2.467697,0.810111,,
1,1,23,B,11,I0337,S029,1,1.5,1.901974,0.467094,2.654919,0.799084,,
1,1,24,B,12,I0339,S029,1,1.5,2.052118,0.468552,2.969106,0.807489,,
1,1,25,B,13,I0340,S029,0,1.5,1.923151,0.447195,2.542085,0.688359,,
1,1,26,B,14,I0343,S029,0,1.5,1.818515,0.430063,2.258169,0.618962,,
1,1,27,B,15,I0344,S029,0,1.5,1.697866,0.415484,1.992784,0.573107,,
1,1,28,B,16,I0345,S029,0,1.5,1.623946,0.403891,1.836997,0.540609,,
1,1,29,B,17,I0346,S029,1,1.5,1.65241,0.4003,1.879215,0.53356,,
1,1,30,B,18,I0347,S029,1,1.5,1.708415,0.395537,1.963272,0.523948,,
1,2,0,,,,,,-1.0,0.0,0.0,0.0,0.0,,
1,2,1,A,1,I0902,S076,0,-1.0,-0.448719,0.909136,-0.448719,0.909136,,
1,2,2,A,2,I0903,S076,1,-1.0,-0.287,1.415374,-0.287,1.415374,,
1,2,3,A,3,I0906,S076,1,-1.0,0.601968,1.234982,0.601968,1.234982,,
1,2,4,A,4,I0904,S076,0,-1.0,0.075194,1.018641,0.075194,1.018641,,
1,2,5,A,5,I0909,S076,0,-1.0,-0.29122,0.927164,-0.29122,0.927164,,
1,2,6,A,6,I0910,S076,0,-1.0,-0.591875,0.876472,-0.591875,0.876472,,
1,2,7,A,7,I0205,S018,0,-1.0,-0.893587,0.846752,-0.893587,0.846752,,
1,2,8,A,8,I0208,S018,1,-1.0,-0.586954,0.745639,-0.586954,0.745639,,
1,2,9,A,9,I0206,S018,0,-1.0,-0.812411,0.720108,-0.812411,0.720108,,
1,2,10,A,10,I0211,S018,1,-1.0,-0.561516,0.658387,-0.561516,0.658387,,
1,2,11,A,11,I0209,S018,1,-1.0,-0.358901,0.617575,-0.358901,0.617575,,
1,2,12,A,12,I0215,S018,0,-1.0,-0.579545,0.598338,-0.579545,0.598338,,
