thread,student,slot,section,position,item,stimulus,score,true_theta,test_theta,test_se,section_theta,section_se,bayesian_mean,bayesian_sd,bayesian_draws
1,1,0,,,,,,-1.0,0.0,0.0,0.0,0.0,,
1,1,1,A,1,I145,,0,-1.0,-0.488008,0.826812,-0.488008,0.826812,,
1,1,2,A,2,I121,,0,-1.0,-0.764661,0.771264,-0.764661,0.771264,,
1,1,3,A,3,I006,,1,-1.0,-0.332761,0.870889,-0.332761,0.870889,,
1,1,4,A,4,I178,,0,-1.0,-0.525352,0.849023,-0.525352,0.849023,,
1,1,5,A,5,I058,,0,-1.0,-0.726818,0.854796,-0.726818,0.854796,,
1,1,6,A,6,I025,,1,-1.0,-0.42434,0.720783,-0.42434,0.720783,,
1,1,7,A,7,I012,,0,-1.0,-0.523676,0.710132,-0.523676,0.710132,,
1,1,8,A,8,I181,,0,-1.0,-0.692303,0.725136,-0.692303,0.725136,,
1,1,9,A,9,I130,,0,-1.0,-0.79169,0.725682,-0.79169,0.725682,,
1,1,10,A,10,I017,,0,-1.0,-0.918414,0.743331,-0.918414,0.743331,,
1,1,11,A,11,I091,,0,-1.0,-1.108848,0.732717,-1.108848,0.732717,,
1,1,12,A,12,I312,,-1,-1.0,-1.108848,0.732717,-1.108848,0.732717,,
1,1,13,A,13,I250,,-1,-1.0,-1.108848,0.732717,-1.108848,0.732717,,
1,1,14,A,14,I311,,-1,-1.0,-1.108848,0.732717,-1.108848,0.732717,,
1,1,15,A,15,I314,,-1,-1.0,-1.108848,0.732717,-1.108848,0.732717,,
1,1,16,A,16,I185,,0,-1.0,-1.251669,0.727631,-1.251669,0.727631,,
1,1,17,A,17,I134,,0,-1.0,-1.360756,0.722825,-1.360756,0.722825,,
1,1,18,A,18,I166,,0,-1.0,-1.408293,0.708405,-1.408293,0.708405,,
1,1,19,A,19,I045,,0,-1.0,-1.496315,0.709564,-1.496315,0.709564,,
1,1,20,A,20,I151,,0,-1.0,-1.60083,0.718478,-1.60083,0.718478,,
1,1,21,A,21,I059,,0,-1.0,-1.723454,0.733947,-1.723454,0.733947,,
1,1,22,A,22,I039,,1,-1.0,-1.454799,0.643176,-1.454799,0.643176,,
1,1,23,A,23,I030,,1,-1.0,-1.168659,0.565336,-1.168659,0.565336,,
1,1,24,A,24,I033,,0,-1.0,-1.224616,0.565651,-1.224616,0.565651,,
1,1,25,A,25,I160,,0,-1.0,-1.288061,0.568129,-1.288061,0.568129,,
1,1,26,A,26,I086,,0,-1.0,-1.337425,0.568273,-1.337425,0.568273,,
1,1,27,A,27,I100,,0,-1.0,-1.417411,0.575167,-1.417411,0.575167,,
1,1,28,A,28,I102,,0,-1.0,-1.473001,0.577583,-1.473001,0.577583,,
1,1,29,A,29,I029,,0,-1.0,-1.511193,0.577047,-1.511193,0.577047,,
1,1,30,A,30,I196,,2,-1.0,-1.081699,0.48226,-1.081699,0.48226,,
1,1,31,A,31,I108,,0,-1.0,-1.102444,0.479068,-1.102444,0.479068,,
1,1,32,A,32,I067,,0,-1.0,-1.122874,0.476703,-1.122874,0.476703,,
1,1,33,A,33,I096,,0,-1.0,-1.142677,0.474751,-1.142677,0.474751,,
1,1,34,A,34,I190,,0,-1.0,-1.16209,0.473364,-1.16209,0.473364,,
1,1,35,A,35,I395,,-1,-1.0,-1.16209,0.473364,-1.16209,0.473364,,
1,1,36,A,36,I053,,1,-1.0,-1.026161,0.446712,-1.026161,0.446712,,
1,1,37,A,37,I051,,0,-1.0,-1.058112,0.447824,-1.058112,0.447824,,
1,1,38,A,38,I034,,0,-1.0,-1.079057,0.447404,-1.079057,0.447404,,
1,1,39,A,39,I152,,0,-1.0,-1.102497,0.447925,-1.102497,0.447925,,
1,1,40,A,40,I193,,0,-1.0,-1.162806,0.449203,-1.162806,0.449203,,
1,2,0,,,,,,-0.5,0.0,0.0,0.0,0.0,,
1,2,1,A,1,I144,,0,-0.5,-0.311731,0.89902,-0.311731,0.89902,,
1,2,2,A,2,I040,,1,-0.5,0.042668,1.34415,0.042668,1.34415,,
1,2,3,A,3,I170,,0,-0.5,-0.501035,1.223838,-0.501035,1.223838,,
1,2,4,A,4,I057,,1,-0.5,-0.008264,1.032374,-0.008264,1.032374,,
1,2,5,A,5,I130,,0,-0.5,-0.289432,0.971934,-0.289432,0.971934,,
1,2,6,A,6,I181,,0,-0.5,-0.612947,0.949644,-0.612947,0.949644,,
1,2,7,A,7,I158,,0,-0.5,-0.83123,0.931028,-0.83123,0.931028,,
1,2,8,A,8,I003,,0,-0.5,-1.002737,0.918159,-1.002737,0.918159,,
1,2,9,A,9,I021,,0,-0.5,-1.164545,0.916861,-1.164545,0.916861,,
1,2,10,A,10,I028,,0,-0.5,-1.21444,0.912483,-1.21444,0.912483,,
1,2,11,A,11,I134,,0,-0.5,-1.382183,0.88191,-1.382183,0.88191,,
1,2,12,A,12,I302,,-1,-0.5,-1.382183,0.88191,-1.382183,0.88191,,
1,2,13,A,13,I305,,-1,-0.5,-1.382183,0.88191,-1.382183,0.88191,,
1,2,14,A,14,I304,,-1,-0.5,-1.382183,0.88191,-1.382183,0.88191,,
1,2,15,A,15,I307,,-1,-0.5,-1.382183,0.88191,-1.382183,0.88191,,
1,2,16,A,16,I182,,0,-0.5,-1.537774,0.873518,-1.537774,0.873518,,
1,2,17,A,17,I149,,1,-0.5,-1.226521,0.772381,-1.226521,0.772381,,
1,2,18,A,18,I059,,1,-0.5,-0.994377,0.710421,-0.994377,0.710421,,
1,2,19,A,19,I164,,0,-0.5,-1.11061,0.705704,-1.11061,0.705704,,
1,2,20,A,20,I023,,1,-0.5,-0.930708,0.664708,-0.930708,0.664708,,
1,2,21,A,21,I177,,0,-0.5,-0.986174,0.654429,-0.986174,0.654429,,
1,2,22,A,22,I119,,0,-0.5,-1.031917,0.645588,-1.031917,0.645588,,
1,2,23,A,23,I100,,0,-0.5,-1.146782,0.646534,-1.146782,0.646534,,
1,2,24,A,24,I189,,0,-0.5,-1.199966,0.642533,-1.199966,0.642533,,
1,2,25,A,25,I042,,0,-0.5,-1.26409,0.640664,-1.26409,0.640664,,
1,2,26,A,26,I008,,1,-0.5,-1.058864,0.603162,-1.058864,0.603162,,
1,2,27,A,27,I088,,0,-0.5,-1.098513,0.598861,-1.098513,0.598861,,
1,2,28,A,28,I080,,1,-0.5,-0.887587,0.565744,-0.887587,0.565744,,
1,2,29,A,29,I077,,0,-0.5,-0.924929,0.561747,-0.924929,0.561747,,
1,2,30,A,30,I200,,0,-0.5,-1.007294,0.557422,-1.007294,0.557422,,
1,2,31,A,31,I085,,1,-0.5,-0.894249,0.538185,-0.894249,0.538185,,
1,2,32,A,32,I063,,0,-0.5,-0.935615,0.536521,-0.935615,0.536521,,
1,2,33,A,33,I126,,0,-0.5,-0.975702,0.535486,-0.975702,0.535486,,
1,2,34,A,34,I032,,0,-0.5,-1.031178,0.537117,-1.031178,0.537117,,
1,2,35,A,35,I378,,-1,-0.5,-1.031178,0.537117,-1.031178,0.537117,,
1,2,36,A,36,I180,,0,-0.5,-1.061211,0.536445,-1.061211,0.536445,,
1,2,37,A,37,I179,,0,-0.5,-1.099372,0.536874,-1.099372,0.536874,,
1,2,38,A,38,I014,,0,-0.5,-1.139806,0.538447,-1.139806,0.538447,,
1,2,39,A,39,I052,,0,-0.5,-1.159646,0.537762,-1.159646,0.537762,,
1,2,40,A,40,I199,,2,-0.5,-0.886401,0.501209,-0.886401,0.501209,,
1,3,0,,,,,,0.5,0.0,0.0,0.0,0.0,,
1,3,1,A,1,I011,,1,0.5,0.702269,0.897008,0.702269,0.897008,,
1,3,2,A,2,I173,,0,0.5,1.27021,1.199283,1.27021,1.199283,,
1,3,3,A,3,I020,,0,0.5,0.79662,1.075279,0.79662,1.075279,,
1,3,4,A,4,I036,,0,0.5,0.554812,1.028677,0.554812,1.028677,,
1,3,5,A,5,I002,,1,0.5,0.93213,0.876655,0.93213,0.876655,,
1,3,6,A,6,I123,,1,0.5,1.171815,0.818645,1.171815,0.818645,,
1,3,7,A,7,I054,,0,0.5,0.972389,0.807804,0.972389,0.807804,,
1,3,8,A,8,I016,,1,0.5,1.138515,0.772611,1.138515,0.772611,,
