section,constraint_id,apply,stm_id,type,lb,ub,violation_cost,N,on_target,min,max,mean,sd,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
A,C12,ITM,,NUMBER,3.0,3.0,,5200,1.0,3.0,3.0,3.0,0.0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C13,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,0.0,0.0,0.0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C14,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.582,0.493,2173,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C15,ITM,,NUMBER,1.0,2.0,,5200,1.0,1.0,2.0,1.919,0.273,0,421,4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C16,ITM,,NUMBER,0.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C17,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C18,ITM,,NUMBER,0.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C19,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,0.0,0.0,0.0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C20,ITM,,NUMBER,3.0,3.0,,5200,1.0,3.0,3.0,3.0,0.0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C21,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C22,ITM,,NUMBER,0.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C23,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.969,0.173,160,5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C24,ITM,,NUMBER,4.0,4.0,,5200,1.0,4.0,4.0,4.0,0.0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C25,ITM,,NUMBER,4.0,4.0,,5200,1.0,4.0,4.0,4.0,0.0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C26,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C27,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C28,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C29,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.239,0.426,3959,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C30,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.986,0.117,72,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C31,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C32,ITM,,NUMBER,0.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C33,ITM,,NUMBER,0.0,1.0,,5200,1.0,0.0,1.0,0.523,0.5,2483,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C34,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C35,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C36,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C37,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C38,ITM,,NUMBER,2.0,2.0,,5200,1.0,2.0,2.0,2.0,0.0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C39,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,C40,ITM,,NUMBER,1.0,1.0,,5200,1.0,1.0,1.0,1.0,0.0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I111,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,0.0,0.0,0.0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I216,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.03,0.171,5044,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I002_I301,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.023,0.15,5081,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I008_I151,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.778,0.416,1154,4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I008_I335,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.309,0.462,3593,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I122,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,0.0,0.0,0.0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I213,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.008,0.091,5157,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I010_I242,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.034,0.182,5022,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I012_I210,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.299,0.458,3646,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I015_I247,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.033,0.178,5029,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I015_I299,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.042,0.2,4984,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I016_I144,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.0,0.014,5199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I025_I365,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.566,0.496,2256,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I027_I220,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.009,0.096,5152,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I027_I275,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.025,0.155,5072,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I027_I307,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.038,0.192,5001,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I028_I396,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.055,0.229,4912,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I030_I259,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.752,0.432,1288,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I030_I388,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.76,0.427,1249,3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I034_I238,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.771,0.42,1192,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I040_I127,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.438,0.496,2925,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I040_I141,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.438,0.496,2925,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I040_I294,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.456,0.498,2830,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I046_I177,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.766,0.423,1215,3985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I046_I301,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.475,0.499,2732,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I050_I143,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.51,0.5,2547,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I051_I320,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.485,0.5,2679,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I055_I165,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,0.0,0.0,0.0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I062_I106,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.381,0.486,3217,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I064_I163,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.24,0.427,3950,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I064_I198,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.213,0.409,4094,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I064_I334,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.009,0.093,5155,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I067_I276,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.694,0.461,1591,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I072_I147,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.0,0.014,5199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I073_I103,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,0.0,0.0,0.0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I073_I198,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.213,0.409,4094,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I073_I301,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.023,0.15,5081,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I077_I335,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.015,0.121,5123,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I079_I226,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.028,0.165,5055,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I079_I276,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.027,0.163,5058,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I079_I353,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.053,0.225,4923,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I081_I112,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.319,0.466,3543,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I081_I254,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.326,0.469,3503,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I085_I264,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.208,0.406,4121,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I089_I173,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.328,0.469,3496,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I089_I252,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.334,0.472,3461,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I093_I189,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.127,0.333,4540,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I095_I264,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.012,0.109,5137,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I100_I286,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.399,0.49,3127,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I103_I173,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.002,0.046,5189,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I103_I327,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.026,0.159,5065,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I104_I118,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.267,0.442,3813,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I104_I219,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.272,0.445,3787,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I108_I111,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.588,0.492,2140,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I108_I119,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.596,0.491,2102,3098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I112_I260,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.008,0.091,5157,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I115_I180,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.045,0.208,4965,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I115_I248,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.075,0.263,4810,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I117_I252,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.009,0.094,5154,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I118_I252,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.009,0.094,5154,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I119_I133,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.065,0.247,4860,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I120_I271,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.191,0.393,4206,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I123_I176,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.041,0.199,4986,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I123_I369,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.05,0.218,4941,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I124_I337,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.005,0.068,5176,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I124_I365,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.017,0.13,5111,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I127_I192,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.007,0.085,5162,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,ENEMY_I127_I338,ITM,,ENEMY,0.0,1.0,,5200,1.0,0.0,1.0,0.009,0.093,5155,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
