thread,student,slot,section,position,item,stimulus,score,true_theta,test_theta,test_se,section_theta,section_se,bayesian_mean,bayesian_sd,bayesian_draws
1,1,0,,,,,,1.5,0.0,0.0,0.0,0.0,,
1,1,1,A,1,I145,,0,1.5,-0.488008,0.826812,-0.488008,0.826812,,
1,1,2,A,2,I121,,0,1.5,-0.764661,0.771264,-0.764661,0.771264,,
1,1,3,A,3,I040,,1,1.5,-0.810665,1.033005,-0.810665,1.033005,,
1,1,4,A,4,I006,,1,1.5,-0.065527,0.753201,-0.065527,0.753201,,
1,1,5,A,5,I178,,1,1.5,0.341662,0.671912,0.341662,0.671912,,
1,1,6,A,6,I012,,0,1.5,0.184641,0.633973,0.184641,0.633973,,
1,1,7,A,7,I058,,1,1.5,0.388351,0.599544,0.388351,0.599544,,
1,1,8,A,8,I324,,-1,1.5,0.388351,0.599544,0.388351,0.599544,,
1,1,9,A,9,I020,,0,1.5,0.311941,0.580271,0.311941,0.580271,,
1,1,10,A,10,I050,,0,1.5,0.223845,0.56576,0.223845,0.56576,,
1,1,11,A,11,I229,,-1,1.5,0.223845,0.56576,0.223845,0.56576,,
1,1,12,A,12,I286,,-1,1.5,0.223845,0.56576,0.223845,0.56576,,
1,1,13,A,13,I285,,-1,1.5,0.223845,0.56576,0.223845,0.56576,,
1,1,14,A,14,I166,,1,1.5,0.454188,0.504957,0.454188,0.504957,,
1,1,15,A,15,I108,,1,1.5,0.657112,0.483745,0.657112,0.483745,,
1,1,16,A,16,I135,,1,1.5,0.786751,0.46944,0.786751,0.46944,,
1,1,17,A,17,I067,,0,1.5,0.670029,0.44384,0.670029,0.44384,,
1,1,18,A,18,I096,,0,1.5,0.579117,0.426615,0.579117,0.426615,,
1,1,19,A,19,I090,,1,1.5,0.711939,0.418229,0.711939,0.418229,,
1,1,20,A,20,I046,,0,1.5,0.624116,0.405181,0.624116,0.405181,,
1,1,21,A,21,I091,,1,1.5,0.6732,0.396976,0.6732,0.396976,,
1,1,22,A,22,I190,,1,1.5,0.775908,0.391509,0.775908,0.391509,,
1,1,23,A,23,I185,,1,1.5,0.819702,0.386207,0.819702,0.386207,,
1,1,24,A,24,I031,,0,1.5,0.773262,0.37763,0.773262,0.37763,,
1,1,25,A,25,I062,,1,1.5,0.844642,0.374499,0.844642,0.374499,,
1,1,26,A,26,I030,,1,1.5,0.897332,0.371368,0.897332,0.371368,,
1,1,27,A,27,I104,,1,1.5,0.975083,0.369888,0.975083,0.369888,,
1,1,28,A,28,I035,,0,1.5,0.934889,0.362975,0.934889,0.362975,,
1,1,29,A,29,I034,,1,1.5,0.999353,0.361341,0.999353,0.361341,,
1,1,30,A,30,I196,,3,1.5,1.098467,0.341685,1.098467,0.341685,,
1,1,31,A,31,I089,,0,1.5,1.061423,0.335887,1.061423,0.335887,,
1,1,32,A,32,I139,,1,1.5,1.103834,0.334528,1.103834,0.334528,,
1,1,33,A,33,I033,,1,1.5,1.137524,0.332952,1.137524,0.332952,,
1,1,34,A,34,I053,,1,1.5,1.175479,0.332136,1.175479,0.332136,,
1,1,35,A,35,I385,,-1,1.5,1.175479,0.332136,1.175479,0.332136,,
1,1,36,A,36,I160,,1,1.5,1.201721,0.331179,1.201721,0.331179,,
1,1,37,A,37,I152,,0,1.5,1.162894,0.326828,1.162894,0.326828,,
1,1,38,A,38,I151,,1,1.5,1.184171,0.325762,1.184171,0.325762,,
1,1,39,A,39,I007,,1,1.5,1.236563,0.326851,1.236563,0.326851,,
1,1,40,A,40,I197,,1,1.5,1.1732,0.305756,1.1732,0.305756,,
1,2,0,,,,,,-0.5,0.0,0.0,0.0,0.0,,
1,2,1,A,1,I145,,0,-0.5,-0.488008,0.826812,-0.488008,0.826812,,
1,2,2,A,2,I121,,1,-0.5,-0.048804,0.924222,-0.048804,0.924222,,
1,2,3,A,3,I006,,1,-0.5,0.503081,0.796453,0.503081,0.796453,,
1,2,4,A,4,I178,,1,-0.5,0.869042,0.763776,0.869042,0.763776,,
1,2,5,A,5,I012,,0,-0.5,0.607949,0.668305,0.607949,0.668305,,
1,2,6,A,6,I058,,1,-0.5,0.792532,0.6494,0.792532,0.6494,,
1,2,7,A,7,I020,,0,-0.5,0.673838,0.60939,0.673838,0.60939,,
1,2,8,A,8,I050,,0,-0.5,0.554876,0.582355,0.554876,0.582355,,
1,2,9,A,9,I130,,1,-0.5,0.711715,0.569231,0.711715,0.569231,,
1,2,10,A,10,I036,,0,-0.5,0.642823,0.550038,0.642823,0.550038,,
1,2,11,A,11,I280,,-1,-0.5,0.642823,0.550038,0.642823,0.550038,,
1,2,12,A,12,I282,,-1,-0.5,0.642823,0.550038,0.642823,0.550038,,
1,2,13,A,13,I281,,-1,-0.5,0.642823,0.550038,0.642823,0.550038,,
1,2,14,A,14,I284,,-1,-0.5,0.642823,0.550038,0.642823,0.550038,,
